1.023597776182881974e-01,-7.629724106255137528e+00,-1.995076317524019771e+01,5.899570629945745104e-01,8.174129350155768137e+00,2.282082056763516942e+00,8.822251875111327690e-01,-4.480051201227608360e+00,-1.088801993993661205e-01
5.285497817592244019e+00,-9.808510502023255473e-01,-1.246137549328385496e+01,4.071863719600457010e+00,-8.798708656202080647e+00,-5.884624935957532443e+00,-5.985884913583090494e+00,-4.952139874898102256e+00,1.055315867825843235e+01
1.705791585993662318e-01,-1.903950018269370714e+00,5.282933092618306681e+00,-6.085177809815965233e+00,3.727163081329287753e+00,-2.565449017013568866e+00,3.179813912267600795e+00,6.573772601279597172e-01,5.052055789040234224e+00
-1.262709022069947451e-01,5.732517466210378387e+00,-1.052595702742947115e+00,-4.645201223020687525e-02,-2.173053774282266204e+01,-8.957624321972684767e-02,-9.857837264223819063e-02,7.893772571531052051e+00,-4.310319159883019280e-02
2.468738800876541628e+00,1.690313302576541998e+00,1.194876231542565215e+01,-4.068500914934922719e+00,4.016949383800549889e-02,5.847840052365679497e+00,4.931576045488495375e+00,2.370523105196433722e+00,-2.645156955494929019e+00
3.547544923214782792e-02,5.826851248258556382e+00,1.394031588105928199e+00,4.119054378950255668e-02,5.453447844092068841e+00,-2.986529861766871324e-03,-3.894479780111343575e-02,-3.819290687155457942e+00,2.201355478986390113e-02
-9.484173131445655658e-02,-1.532282645137907240e+00,-7.840755208603255255e+00,-9.661246247281210509e-02,1.699693098497002097e+01,-3.947476098998527583e+00,-7.077890664886645755e-01,1.625569530431095089e+01,5.283552776251085881e-01
-1.072024438314451045e+00,5.402290346025862888e+00,-1.980306466395962772e+01,-1.105788097147865523e+00,-1.976967368290291294e+00,1.756911925191748214e+00,6.985360785399959305e+00,-4.773255451815980877e+00,-2.478769938922081639e+00
-4.111330861450353258e-02,7.072169153598800939e+00,-3.378690972079166244e+00,-3.604329695097246322e+00,-2.614001264492614940e+00,1.243013192067347994e+01,-1.963160428345250175e+00,5.826603585924157613e+00,-2.623682625136930735e+00
2.981538732423746652e+01,-3.761944326139297523e+00,8.403652655010408479e-01,9.076841234804444714e-02,-1.443248475182306123e+01,2.005922206768279842e-03,9.481427846117111979e-01,-1.396973509339789699e+00,-8.008027729532249950e-01
